ClienteNo;Cidade;Idade;Sexo;EstadoCivil;NumeroFilhos;Escolaridade;Ocupacao;AreaAtuacao;NivelGerencial;TipoResidencia;CondicaoResidencia;ValorImovel;NoAutomoveis;Computador;PrimeiraCompra
406;5;38;2;3;3;3;4;7;3;3;2;3;1;2;46,39
407;2;32;2;1;0;2;7;0;2;1;2;2;0;2;56,22
408;6;38;2;1;0;2;1;1;3;2;2;2;1;2;80,73
409;7;38;2;1;0;3;5;7;4;3;2;3;1;2;38,77
410;2;32;1;1;0;3;7;0;2;1;2;2;1;1;57,48
411;10;29;2;1;0;2;6;4;2;2;2;2;1;2;59,97
412;5;27;2;1;0;3;6;3;3;2;2;2;1;2;33,69
413;2;47;2;3;0;3;3;9;3;2;2;3;1;1;47,29
414;8;32;1;1;0;3;4;1;3;3;2;2;0;2;67,73
415;6;25;1;1;0;1;1;4;2;1;1;1;0;1;116,54
416;4;55;2;3;0;3;2;2;5;2;4;3;2;1;20,13
417;5;31;2;1;4;2;6;4;2;2;1;2;0;2;84,19
418;10;47;2;3;0;3;2;8;6;3;3;4;1;2;15,54
419;3;28;1;2;1;2;6;5;3;2;3;2;0;1;80,38
420;8;27;2;1;0;2;2;3;2;2;2;1;0;2;83,69
421;5;19;1;1;1;0;5;5;2;1;1;1;0;2;83,22
422;9;59;1;4;0;4;4;2;7;3;4;5;3;2;0
423;5;22;2;1;1;1;3;2;2;1;2;1;0;2;74,78
424;7;46;1;1;0;3;2;7;3;2;2;2;0;2;34,74
425;9;52;1;3;0;3;4;6;5;3;3;4;2;2;19,68
426;7;37;2;1;0;1;5;4;3;3;2;2;1;1;37,27
427;2;31;2;1;0;2;4;6;2;2;2;2;1;2;79,97
428;3;41;2;1;0;3;2;4;3;2;2;2;1;2;76,13
429;4;23;2;1;2;0;6;2;2;1;1;1;0;2;117,05
430;5;19;1;1;0;0;7;0;2;1;1;1;0;2;112,32
431;2;34;2;3;0;3;6;6;3;3;3;3;1;2;39,31
432;3;34;2;3;0;2;3;3;3;2;2;2;0;2;61,8
433;2;38;1;2;0;4;1;4;4;3;2;3;1;2;48,34
434;8;35;1;1;0;3;6;7;3;2;2;2;1;2;58,03
435;2;36;2;1;0;3;6;4;3;2;2;2;1;1;71,78
436;6;54;2;4;0;4;4;1;7;3;3;4;2;1;29,25
437;8;27;1;1;2;2;2;0;3;1;3;2;1;2;65,48
438;2;52;2;3;0;3;3;5;5;3;2;3;2;2;30,3
439;5;36;1;2;0;3;3;8;4;3;3;3;1;2;51,77
440;7;45;2;3;0;3;3;4;4;2;2;3;1;2;39,03
441;8;23;2;1;0;2;7;0;2;1;1;1;0;2;110,73
442;9;56;2;3;1;3;4;6;7;3;4;5;3;2;12,67
443;8;44;1;3;0;4;3;6;4;3;3;2;2;2;39,9
444;8;29;2;1;0;3;3;6;3;2;2;2;0;1;67,65
445;4;39;2;1;1;2;2;1;3;2;2;2;1;2;64,11
446;8;26;1;1;1;2;0;3;2;2;1;2;0;2;90,62
447;6;64;1;4;0;4;4;2;7;3;4;5;3;2;0
448;9;29;2;1;0;2;3;5;2;2;1;2;0;2;74,27
449;2;45;2;3;0;2;2;8;3;2;2;2;1;2;61,73
450;2;52;2;3;0;4;3;9;6;3;3;3;2;2;10,3
451;5;37;1;2;1;3;0;1;3;3;2;3;1;2;41,16
452;10;46;1;2;0;3;2;8;4;3;2;3;2;2;58,85
453;2;62;2;4;0;4;4;2;7;3;4;5;3;2;12,56
454;6;33;2;1;1;2;2;4;2;2;2;2;0;1;64,95
455;10;41;1;3;0;3;2;4;3;2;2;2;1;2;41,35
456;2;34;2;3;0;3;1;8;3;2;2;2;1;1;55,96
457;4;31;1;3;0;2;2;1;2;1;2;2;1;2;73,86
458;5;46;2;3;0;2;6;8;3;2;2;2;0;2;68,4
459;9;34;1;2;1;3;6;8;3;2;2;2;0;2;32,21
460;9;53;2;3;0;3;3;4;6;3;4;2;2;2;15,81
461;2;29;1;1;1;1;6;3;2;2;1;1;0;2;90,29
462;9;43;2;1;2;2;4;5;3;2;2;2;1;1;65,57
463;7;45;2;1;0;3;6;2;4;2;2;3;1;2;17,79
464;9;53;2;3;1;4;3;0;6;3;3;3;1;2;30,24
465;3;28;1;1;0;0;2;7;2;1;2;2;0;2;78,96
466;3;36;2;1;0;2;5;8;2;2;2;3;0;1;81,29
467;6;48;2;3;0;3;2;7;5;3;3;2;1;2;30,53
468;9;37;1;1;0;2;3;6;2;2;2;2;0;2;87,77
469;9;27;2;2;1;1;2;5;2;2;2;2;0;2;74,63
470;7;53;2;3;0;3;6;6;6;3;2;4;3;1;13,97
471;7;44;1;3;0;4;3;4;5;3;3;3;1;2;45,51
472;7;20;2;1;1;0;7;0;2;1;1;1;0;2;112,68
473;10;34;1;2;1;2;6;0;3;2;2;2;1;2;54
474;9;37;2;2;1;2;2;0;3;2;2;1;1;1;71,84
475;7;35;1;2;0;2;3;8;3;3;2;2;0;2;35,84
476;4;33;2;1;0;2;3;4;3;2;2;2;0;2;44,72
477;8;20;2;1;0;0;7;0;2;1;1;1;0;2;117,74
478;4;47;1;3;0;3;3;2;5;3;3;3;1;2;35,63
479;8;50;2;3;0;3;2;2;6;3;3;3;2;2;30,1
480;6;37;2;1;3;3;3;8;3;3;2;2;0;2;64,06
481;6;23;2;1;0;2;2;1;2;2;2;2;0;2;75,91
482;2;46;2;3;0;3;4;4;5;3;3;3;2;2;47,23
483;7;52;2;3;1;4;3;9;5;3;4;3;1;1;39,27
484;10;36;2;1;0;2;3;0;2;1;1;1;0;2;85,38
485;6;52;2;4;1;3;2;2;6;3;3;4;2;2;31,05
486;8;27;1;1;1;1;6;7;2;1;2;2;0;2;77,52
487;3;46;1;3;1;3;3;7;4;3;3;3;1;1;35,61
488;3;47;2;4;1;3;6;7;5;3;3;3;1;2;16,6
489;9;41;2;1;0;2;6;3;2;2;2;2;0;2;52,51
490;9;31;1;1;0;1;3;5;2;1;1;1;0;2;106,31
491;9;34;1;1;1;2;1;5;2;2;2;1;0;1;77,06
492;5;24;1;1;0;1;2;4;2;1;2;2;0;1;94,29
493;7;44;2;2;2;3;2;9;4;3;3;3;1;2;25,56
494;10;48;2;3;0;3;3;4;5;3;3;3;2;2;36,63
495;8;49;2;3;2;4;6;9;6;3;3;3;1;2;27,26
496;7;20;2;1;0;0;4;6;2;1;1;1;0;1;106,67
497;6;35;2;2;2;3;4;6;4;3;2;2;1;2;27,59
498;8;40;1;2;0;2;4;3;3;2;3;3;0;2;73,82
499;9;33;1;2;0;3;3;0;4;2;3;3;1;1;32,54
500;7;59;1;4;1;4;4;4;7;3;4;5;3;2;10,32
501;8;24;1;1;0;2;7;0;2;1;2;2;0;2;105,13
502;5;28;2;1;4;1;3;1;2;2;2;2;0;2;75,96
503;2;28;2;1;0;2;3;5;2;2;2;2;1;2;71,31
504;10;28;2;1;2;2;7;0;2;2;2;2;1;1;66,12
505;9;43;1;3;0;3;5;7;4;2;3;2;1;2;37,39
506;5;52;1;3;0;3;2;6;4;2;3;3;1;1;31,84
507;8;56;2;2;0;3;3;7;6;3;3;4;2;2;16,97
508;2;56;2;3;2;3;0;8;6;3;3;3;3;2;18,8
509;4;29;2;1;1;2;3;9;3;2;2;2;1;2;62,78
510;7;35;1;1;0;2;2;9;3;1;2;2;1;2;69,35
511;7;46;1;3;0;3;2;5;4;3;2;3;1;2;23,24
512;8;29;2;1;0;2;4;1;3;2;2;2;1;2;54,83
513;2;22;1;1;0;2;4;1;2;2;2;2;0;2;84,61
514;5;35;2;3;0;2;3;9;3;3;2;2;1;2;42,22
515;6;50;2;3;2;3;3;6;4;3;3;3;1;2;41,92
516;5;24;1;1;0;1;2;8;2;1;1;1;0;2;120,73
517;8;42;2;3;2;3;3;7;4;2;3;3;1;2;39,29
518;3;43;2;3;0;3;4;6;5;3;3;3;1;1;26,13
519;4;22;1;1;0;2;4;8;2;1;1;1;0;2;93,36
520;9;27;1;1;4;2;2;6;2;1;2;2;0;2;98,93
521;5;45;2;3;1;3;6;5;4;3;2;3;1;2;50,1
522;8;40;2;1;2;2;4;5;3;2;2;2;1;1;59,89
523;10;45;1;1;0;2;3;4;3;2;2;2;0;2;50,92
524;4;33;2;1;0;0;3;3;2;2;2;1;0;2;95,11
525;9;46;2;3;0;3;1;8;5;3;3;4;3;2;22,69
526;7;30;2;3;0;3;2;4;4;2;2;2;1;2;39,56
527;9;41;2;3;0;3;2;6;5;3;3;3;1;2;42,38
528;7;26;2;1;0;1;4;4;2;1;1;2;1;2;101,75
529;4;39;2;3;1;3;5;4;4;2;3;3;1;1;35,46
530;5;45;1;3;0;3;3;4;5;3;3;4;1;2;39
531;2;37;1;1;0;3;2;4;3;2;2;3;1;2;72,6
532;8;28;2;1;0;2;7;0;2;1;2;2;1;2;80,33
533;9;37;2;1;1;2;6;8;3;3;2;2;1;1;40,42
534;5;45;2;3;1;3;3;2;4;2;3;3;1;1;34,78
535;6;35;1;1;0;3;1;3;4;2;2;2;1;2;43,06
536;8;57;1;3;4;4;6;1;5;3;3;4;2;2;21,03
537;9;41;1;3;1;3;5;1;4;3;2;2;1;2;33,12
538;4;36;1;1;1;3;3;9;3;1;2;2;1;1;65,98
539;10;32;1;2;0;3;3;5;3;2;2;2;0;1;75,06
540;6;43;2;3;0;3;6;2;6;3;3;3;2;2;34,51
541;6;42;1;2;0;3;3;8;3;2;2;2;1;1;89,57
542;2;52;2;3;3;3;3;1;6;3;3;3;1;2;13,13
543;10;44;2;3;0;3;6;6;5;3;3;3;1;2;44,52
544;9;32;1;1;1;2;5;2;2;2;1;2;0;2;69,27
545;8;34;2;1;0;3;2;8;3;2;2;1;1;2;41,72
546;2;37;2;1;0;3;2;4;5;3;3;3;1;1;49,06
547;4;38;1;1;1;3;2;4;3;3;2;2;1;1;32,79
548;5;47;1;1;1;3;3;8;3;2;2;2;0;2;40,27
549;5;53;1;3;0;4;3;3;6;3;3;4;3;2;15,32
550;10;32;2;2;0;2;6;7;2;2;2;1;1;2;58,39
551;9;44;2;2;0;2;7;0;2;2;2;2;0;1;75,17
552;2;44;1;1;0;3;5;4;3;2;2;2;1;2;37,93
553;4;45;2;3;0;3;3;0;4;3;2;2;3;1;37,85
554;3;55;2;3;0;3;2;8;6;3;4;4;1;2;25,17
555;2;34;2;3;2;3;4;7;3;3;2;3;1;2;49,33
556;5;58;2;4;0;4;3;6;6;3;3;4;2;2;15,78
557;8;48;1;1;0;3;4;6;4;3;2;3;2;2;32,76
558;10;40;1;3;2;3;2;1;4;3;3;3;1;1;36,09
559;4;36;2;3;2;2;2;6;4;3;3;2;1;2;60,8
560;5;49;2;3;1;3;3;4;5;3;3;3;1;2;21,14
561;2;27;2;1;0;2;7;0;2;2;1;1;0;2;74,59
562;4;37;1;3;0;3;3;9;3;3;3;3;1;1;50,04
563;3;42;2;1;0;3;6;5;3;2;2;2;1;1;47,02
564;5;29;1;2;1;3;3;6;3;2;2;3;1;1;59
565;7;52;1;3;1;3;6;2;5;3;3;3;1;2;31,42
566;4;43;1;3;0;3;6;4;5;3;2;3;3;2;52,54
567;2;45;1;2;2;3;3;5;4;2;2;3;0;2;45,9
568;9;21;2;1;0;1;3;4;2;1;1;1;0;1;109,89
569;9;33;2;1;1;1;6;7;2;2;2;1;0;2;72,11
570;5;59;1;4;2;4;4;2;7;3;3;4;2;2;20,8
571;9;33;1;1;0;3;4;6;3;3;2;2;1;2;68,19
572;6;32;2;1;0;2;2;7;2;2;2;1;0;1;66,3
573;8;55;1;3;0;3;3;4;6;3;3;3;1;2;10,19
574;8;51;2;3;2;3;2;4;5;3;3;4;2;1;63,93
575;5;48;2;3;1;3;3;8;6;3;3;3;2;2;20,02
576;8;33;1;1;0;3;3;0;2;2;2;1;0;2;84,25
577;7;39;1;3;1;3;3;6;4;2;3;3;1;2;24,82
578;10;34;1;3;1;3;4;3;4;2;3;3;2;2;26,05
579;2;44;1;2;0;3;3;6;4;2;2;3;1;2;39,44
580;5;52;2;3;0;3;3;4;6;3;3;4;3;2;33,29
581;7;48;1;3;0;4;3;4;6;3;4;4;2;2;44,66
582;8;34;2;1;0;3;7;0;2;2;2;2;1;2;78,7
583;3;34;2;2;0;2;1;4;3;2;2;3;1;2;28,17
584;3;51;2;3;0;3;5;4;5;3;2;3;3;2;19,25
585;3;49;2;3;2;4;6;4;5;3;3;3;1;2;40,63
586;6;47;2;3;0;4;6;8;6;3;3;3;1;2;19,62
587;9;43;2;1;0;3;2;4;4;3;3;3;1;2;29,81
588;2;22;2;1;0;0;1;1;2;1;1;1;0;2;111,25
589;9;39;2;3;0;4;6;5;5;3;3;3;1;2;35,22
590;5;54;2;3;0;3;6;4;5;2;3;2;1;2;32,25
591;5;30;1;1;0;2;2;4;2;2;2;1;1;1;75,75
592;5;33;2;3;0;3;3;2;4;3;2;2;1;2;50,17
593;10;35;2;1;0;2;6;8;2;1;2;2;0;1;69,8
594;6;36;1;1;0;2;6;1;3;2;2;2;0;2;41,11
595;6;46;2;1;0;3;6;3;3;2;2;2;1;2;28,57
596;2;32;2;1;0;2;2;5;2;2;1;1;0;2;75,28
597;10;25;1;1;1;0;3;8;2;1;1;1;0;2;86,52
598;9;23;2;1;0;0;7;0;2;1;1;1;0;2;120,11
599;3;32;1;2;0;2;5;6;3;2;2;2;0;2;89,17
600;9;33;2;1;0;1;2;4;3;2;2;2;0;2;67,02
601;4;30;2;1;0;1;7;0;2;1;2;1;0;2;102,22
602;9;49;2;3;0;3;3;3;6;3;3;4;1;2;9,54
603;6;46;2;3;0;3;4;6;5;3;2;4;1;2;36,12
604;3;27;2;1;1;1;1;0;2;1;2;1;0;2;100,9
605;8;31;1;1;0;2;6;7;3;2;2;2;0;2;50,25
606;10;23;2;1;2;1;7;0;2;1;2;1;0;2;69,92
607;9;23;2;1;1;0;3;8;2;1;1;1;0;2;103,09
608;3;56;2;3;2;4;5;8;6;3;2;3;3;2;21,28
609;6;25;2;1;1;1;7;0;2;2;2;1;0;1;94,9
610;8;48;2;1;2;3;3;9;4;3;2;3;1;2;33,43
611;10;32;2;1;0;2;3;5;3;2;2;2;1;2;58,52
612;8;42;2;3;0;4;1;7;4;2;3;3;2;2;53,6
613;9;46;2;3;0;3;2;4;5;3;3;3;2;1;32,4
614;10;45;1;3;1;4;3;6;6;3;3;3;2;2;23,68
615;5;38;1;3;0;3;6;9;4;2;2;3;1;2;45,88
616;4;37;1;1;1;3;3;4;3;2;2;2;1;1;49,91
617;2;36;2;1;0;2;5;4;3;2;2;2;0;1;49,68
618;9;24;2;1;0;1;2;4;2;1;1;1;0;2;88,36
619;5;21;2;1;0;0;2;8;2;1;1;1;0;2;101,48
620;4;38;1;1;0;3;6;2;4;3;2;2;1;2;27,07
621;6;47;2;3;2;3;2;4;5;3;3;3;2;2;44,19
622;5;38;2;2;0;3;1;5;3;2;2;2;1;2;49,87
623;8;36;1;2;1;3;3;1;4;3;3;3;1;2;36,52
624;8;47;2;3;0;3;2;2;5;3;3;3;1;2;33,58
625;9;58;1;3;4;3;2;5;6;3;3;5;2;2;41
626;9;45;2;3;0;3;2;5;3;2;2;2;1;2;59,03
627;4;45;2;3;0;3;3;5;3;1;2;2;0;2;61,68
628;9;56;2;3;0;3;5;1;5;3;3;3;1;2;28,15
629;9;39;2;1;1;2;3;4;3;2;2;2;1;2;65,69
630;2;42;1;3;1;3;2;0;5;3;3;3;1;2;22,2
631;6;25;1;1;0;2;5;7;2;2;2;2;0;1;81,73
632;9;45;2;3;2;3;3;5;5;3;3;3;2;2;36,27
633;5;45;2;3;0;3;2;1;3;2;2;3;1;1;42,4
634;5;63;2;4;0;4;4;6;7;3;4;4;3;2;0
635;7;38;1;3;1;3;3;9;4;2;2;2;1;2;46,55
636;9;23;2;1;0;2;1;7;2;2;2;1;1;2;56,28
637;6;35;2;1;0;2;3;7;3;3;2;2;0;2;82,09
638;5;33;1;2;0;3;3;9;4;2;3;3;1;2;44,96
639;5;32;2;1;0;2;1;8;2;2;2;2;0;2;74,66
640;6;31;2;1;0;2;6;4;3;3;2;2;1;1;58,27
641;9;42;2;1;0;3;5;0;3;3;3;2;1;2;33,51
642;7;36;2;3;0;3;2;1;4;2;2;2;1;2;65,77
643;4;57;2;4;4;4;4;2;7;3;4;4;3;2;19,32
644;3;34;2;1;0;2;2;2;2;2;2;2;0;2;80,16
645;4;55;1;3;1;4;4;4;7;3;3;4;2;2;17,24
646;10;51;2;3;0;2;5;7;4;3;2;3;1;1;24,18
647;8;61;2;3;2;4;3;6;6;3;3;3;3;2;15,41
648;9;35;2;2;0;2;4;3;3;3;2;3;1;2;68,16
649;6;39;1;2;3;3;3;5;3;2;2;2;1;2;37,4
650;10;44;2;3;0;4;3;2;5;3;3;4;1;2;18,86
651;2;47;2;3;0;3;6;8;5;3;3;2;2;2;45,48
652;7;33;2;2;0;2;5;7;2;2;2;2;1;2;78,92
653;3;46;2;3;0;3;3;9;3;2;2;3;0;2;31,37
654;9;35;1;1;2;2;1;6;3;2;2;2;0;2;61,46
655;3;28;2;1;0;2;1;2;2;2;1;1;0;2;103,79
656;2;34;2;1;0;2;1;6;2;2;2;2;1;2;51,88
657;8;35;1;1;0;3;3;9;3;2;2;2;1;2;69,14
658;9;51;2;3;0;3;4;1;5;2;2;4;1;1;30,66
659;10;38;2;1;0;3;1;6;3;2;2;3;0;2;70,16
660;8;28;2;1;0;2;6;5;2;2;2;2;0;2;60,67
661;10;48;2;3;0;3;3;4;4;2;2;3;1;2;24,38
662;7;39;1;1;0;2;3;4;3;2;3;2;1;1;59,87
663;5;42;1;3;2;4;4;8;4;3;2;3;1;2;49,74
664;5;39;2;2;2;3;3;2;4;3;2;3;1;2;29,71
665;8;26;2;1;1;2;3;9;2;2;1;1;0;2;69,86
666;2;38;2;3;0;3;4;8;4;2;2;2;1;2;35,26
667;8;52;1;3;0;4;4;3;5;2;2;4;1;2;21,95
668;7;43;2;3;0;3;2;1;4;3;3;3;1;2;27,61
669;10;56;2;3;0;3;2;7;6;3;3;4;1;2;35,08
670;8;52;2;3;0;4;3;4;6;3;3;5;3;2;19,7
671;2;40;1;3;1;2;3;8;3;3;2;3;1;2;32,98
672;8;52;2;4;0;4;4;4;7;3;3;3;2;2;14,44
673;4;32;1;3;0;3;3;6;3;3;2;2;0;2;29,95
674;10;36;1;1;0;2;2;3;2;2;2;2;0;2;75,24
675;5;52;1;3;1;3;3;7;5;3;3;2;1;2;19,92
676;3;46;1;3;0;3;5;8;4;3;2;2;1;2;38,8
677;2;22;1;1;2;0;2;8;2;1;1;1;0;1;113,06
678;6;37;2;1;0;1;5;6;3;2;2;2;0;2;77,53
679;4;38;1;3;0;3;4;5;4;2;2;3;1;2;44,56
680;4;41;2;3;1;3;2;4;4;3;2;2;1;2;54,76
681;10;31;1;1;1;2;2;9;2;2;2;1;1;2;57,6
682;10;39;2;2;0;3;1;8;4;3;2;2;2;2;31,4
683;10;35;2;3;0;3;6;7;3;2;2;2;0;1;62,33
684;10;33;1;1;0;2;4;3;2;2;2;2;0;2;74,34
685;2;28;2;1;2;1;6;9;2;1;2;2;0;2;65,53
686;3;43;1;3;0;3;3;4;4;3;3;4;1;2;53,76
687;2;35;2;1;0;1;7;0;2;1;1;1;0;2;97,49
688;9;53;2;3;0;4;3;6;6;3;3;3;2;1;16,67
689;3;52;2;3;0;3;3;2;6;3;4;4;2;2;11,47
690;5;48;2;4;0;4;4;2;7;3;4;3;3;2;10,79
691;2;32;1;1;0;3;3;6;3;2;2;2;1;2;79,67
692;9;34;1;3;0;3;3;4;4;3;2;3;1;2;49,94
693;7;41;2;3;0;3;3;0;4;2;2;2;1;2;42,04
694;8;29;1;1;0;3;3;4;3;2;2;2;1;2;49,78
695;9;51;2;3;0;3;3;8;6;3;3;4;1;2;23,16
696;5;41;1;1;0;3;1;2;4;2;2;2;1;2;51,4
697;9;24;1;2;1;1;2;9;2;2;2;2;0;2;100,31
698;2;48;1;3;1;3;3;2;5;3;3;3;1;2;27,86
699;9;31;1;1;1;2;6;5;3;2;2;2;0;2;58,75
700;3;37;2;1;0;2;4;4;3;2;2;2;0;2;51,58
701;4;43;1;3;4;3;2;9;4;3;3;2;1;2;40,85
702;3;38;1;2;1;3;6;2;4;3;3;3;1;1;41,88
703;7;40;1;3;0;3;3;2;4;3;3;3;1;2;25,07
704;3;41;2;3;0;3;3;3;6;3;3;3;2;1;19
705;4;47;1;3;0;3;1;3;4;3;2;3;1;2;66,57
706;10;28;2;1;0;2;2;4;2;2;2;2;1;2;85,57
707;6;44;2;1;0;3;3;3;4;2;3;2;1;1;45,94
708;9;34;1;1;0;3;2;5;3;2;2;2;1;2;61,12
709;9;25;1;1;0;2;3;5;3;2;2;2;0;2;67,98
710;6;45;2;1;1;3;6;1;3;2;2;2;0;2;35,57
711;9;30;1;1;0;3;6;8;2;1;1;2;0;1;74,1
712;4;42;1;3;0;3;3;4;3;3;2;2;0;2;53,89
713;4;49;2;3;2;3;3;4;6;3;2;3;3;2;18,75
714;5;39;2;2;0;2;5;8;3;2;3;3;1;2;55,68
715;5;37;1;3;1;3;5;9;5;3;2;2;3;2;23,81
716;4;25;1;1;0;1;2;7;2;1;1;1;0;2;102,66
717;4;43;2;3;0;3;4;4;4;2;3;3;2;2;17,51
718;8;34;2;1;0;1;3;4;3;2;2;3;1;1;65,96
719;7;50;2;3;2;4;4;5;5;3;3;4;1;2;38,17
720;2;42;2;3;0;2;4;3;3;2;2;2;1;1;47,53
721;2;35;2;1;1;3;3;4;3;3;2;2;1;2;45,26
722;5;56;1;3;3;4;4;5;7;3;4;5;3;2;17,43
723;5;33;2;3;1;3;3;2;3;2;2;2;1;2;71,86
724;8;52;1;2;0;3;3;6;4;3;2;2;2;2;53,39
725;2;37;2;1;0;2;7;0;2;2;2;2;1;2;89,89
726;8;50;1;3;0;3;3;4;6;3;3;3;3;2;26,27
727;4;26;1;1;0;1;7;0;2;2;2;2;0;2;63,7
728;2;33;2;2;0;3;2;8;4;2;2;3;1;2;51,56
729;6;52;2;1;2;3;4;8;4;2;3;2;1;1;45,86
730;8;42;2;3;0;3;5;9;4;3;4;2;1;1;38,74
731;5;52;2;3;0;4;4;4;6;3;4;5;2;2;20,19
732;2;54;1;3;2;3;0;8;4;3;3;3;1;1;25,75
733;3;27;1;1;0;2;2;5;2;1;2;1;0;2;91,94
734;7;29;1;2;0;3;6;0;3;2;2;2;0;1;72,15
735;3;42;2;1;0;3;3;5;3;3;2;2;1;1;53,93
736;2;47;2;3;0;3;3;0;5;3;3;2;2;1;36,43
737;3;38;2;1;1;3;6;7;4;3;2;2;1;2;43,3
738;10;26;2;1;0;1;2;2;2;1;1;1;0;2;89,75
739;9;37;2;1;0;2;1;5;3;2;2;2;1;2;51,75
740;6;30;1;1;0;1;5;5;2;1;2;1;0;2;96,47
741;6;56;2;4;0;4;4;4;7;3;4;5;3;2;11,78
742;4;48;2;3;4;3;3;4;5;3;3;2;1;2;25,22
743;4;22;2;1;0;0;7;0;2;2;1;1;0;2;89,94
744;7;40;1;1;0;2;3;6;3;2;2;2;0;2;63,22
745;5;44;2;2;0;2;3;8;3;2;2;2;1;2;76,67
746;8;41;1;1;1;3;3;2;3;2;2;2;0;2;45,37
747;4;37;1;1;0;2;2;9;3;2;2;1;1;2;88,43
748;4;25;2;1;1;0;6;9;2;1;2;2;0;2;104,61
749;2;24;2;1;0;2;5;4;2;1;2;2;0;1;82,67
750;7;56;1;4;0;4;4;4;7;3;3;4;3;1;14,29
751;3;35;2;1;1;2;2;7;3;2;2;2;0;2;56,66
752;5;31;2;2;0;3;3;9;3;3;2;2;1;2;39,95
753;9;32;2;1;1;1;1;5;2;2;2;1;0;2;85,87
754;7;46;1;3;0;3;3;1;4;3;3;2;1;2;55,44
755;7;35;1;1;1;3;1;6;3;3;2;2;1;2;61,05
756;8;60;1;4;3;4;4;0;7;3;4;5;3;2;8,75
757;6;41;2;2;2;3;3;3;3;3;2;3;2;2;30,74
758;5;30;2;3;3;3;4;9;3;3;2;1;1;2;53,84
759;2;33;1;1;0;2;3;4;3;2;2;3;0;2;65,87
760;7;45;2;3;0;3;5;3;5;3;3;3;2;2;25,94
761;4;33;1;1;2;3;1;2;3;2;2;3;1;2;38,01
762;4;50;2;3;0;3;1;6;4;2;2;3;1;1;40,13
763;7;58;1;3;0;3;3;9;6;3;3;3;2;2;10,56
764;8;30;2;1;2;2;0;1;2;1;2;1;0;2;86,73
765;9;44;2;2;0;3;3;6;3;2;2;3;1;2;43,01
766;9;31;2;1;2;3;2;1;3;2;2;2;1;2;80,51
767;4;39;2;1;2;3;2;6;3;2;2;3;1;1;42,76
768;2;38;1;3;0;3;3;2;4;2;2;2;1;2;67,82
769;6;60;2;3;0;4;4;6;7;3;4;5;3;2;11,97
770;10;33;2;1;0;3;3;6;3;2;2;2;1;2;32,15
771;2;58;2;3;0;3;3;4;4;2;3;4;1;1;30,19
772;9;54;1;3;0;3;4;2;4;3;3;3;1;2;31,81
773;9;29;1;2;1;2;6;5;3;2;2;1;1;1;63,85
774;2;48;2;3;2;3;6;3;5;3;3;3;3;2;11,35
775;7;29;2;1;0;2;5;8;2;2;2;2;0;2;55,75
776;2;20;2;1;1;1;2;8;2;1;1;1;0;2;101,66
777;9;50;1;3;1;3;3;3;5;3;3;3;2;2;51,1
778;4;46;2;3;0;4;3;3;5;3;3;3;3;2;16,4
779;10;34;2;2;1;2;0;0;2;2;2;2;0;2;59,76
780;9;31;2;1;1;2;2;3;3;2;2;2;0;2;68,93
781;8;39;1;1;1;2;3;5;3;2;2;2;1;2;65,7
782;10;37;2;2;0;3;6;8;5;3;3;3;1;1;42,32
783;5;36;1;1;0;2;2;8;3;2;2;2;0;2;52,62
784;7;50;2;3;2;3;5;3;5;3;3;3;2;1;24,21
785;8;30;2;1;0;2;1;0;2;2;2;2;1;1;68,71
786;8;33;1;1;0;2;5;1;3;1;2;1;1;2;52,38
787;9;38;2;3;2;3;3;8;5;3;3;3;2;2;17,69
788;5;48;1;3;0;4;3;1;6;3;3;4;1;2;26,11
789;2;46;1;3;2;3;2;5;6;3;3;3;1;2;25,77
790;8;33;2;1;1;2;3;8;3;3;2;2;1;1;81,57
791;5;40;2;2;2;3;3;3;3;2;2;2;0;2;59,2
792;5;32;1;1;0;2;3;6;2;2;2;1;0;2;92,38
793;9;29;2;1;1;1;1;5;2;1;1;2;0;1;100,97
794;2;25;2;1;0;2;2;4;2;2;1;2;0;2;86,79
795;3;36;1;1;1;2;2;4;3;2;2;2;1;2;59,63
796;8;28;2;1;1;2;3;9;3;3;2;2;1;2;69,98
797;7;38;1;3;1;3;3;4;3;2;2;2;1;2;63,31
798;9;34;2;1;1;3;3;2;2;2;2;2;0;2;67,75
799;9;32;1;1;0;2;4;7;2;2;2;2;0;2;75,87
800;2;41;1;1;0;2;3;5;3;2;3;2;0;1;64,82
801;3;36;2;2;1;3;6;1;4;2;3;2;1;1;34,62
802;2;37;1;2;0;3;2;8;3;2;2;3;1;2;70,85
803;10;52;1;2;2;3;3;8;5;2;2;3;1;2;32,33
804;7;56;2;3;0;3;3;8;5;3;3;3;2;1;36,86
805;3;41;2;2;1;3;2;3;4;3;2;3;1;2;31,34
806;8;40;1;1;0;3;2;4;4;2;3;3;1;2;48,06
807;4;31;2;1;0;2;3;6;2;2;2;2;0;1;48,01
808;9;26;2;1;0;2;2;5;3;2;2;2;1;2;59,93
809;3;37;1;1;0;3;2;6;3;2;2;3;1;2;56,14
810;4;24;2;1;0;2;7;0;2;2;2;1;1;2;82,43
811;8;32;2;1;1;2;4;7;2;2;2;1;0;2;70,88
812;6;40;2;3;0;3;6;2;4;3;3;3;2;2;36,57
813;10;46;2;3;0;3;5;4;4;2;2;2;1;1;22,8
